,CYFZ_PBMC,FY2H_PBMC,FLWA_PBMC,X453W_PBMC,X684C_PBMC,CZJE_PBMC,X925L_PBMC,X9JD4_PBMC,G4YW_PBMC,X4DUY_PBMC,X36TS_PBMC,CR3L_PBMC
XYLB,4.589181,1.496167,2.280715202,0.938132,1.634355,0.802524,8.988733,2.967653,2.715475,2.954347,1.632982,0.935031
ACVR2B,0.6335053,0.1877777,0.420958,0.664796,1.266409,0.2781297,0.7542919,1.148806,0.6985528,0.9860124,0.5302095,0.5154112
EXOG,16.965649,8.916433,22.653281,8.36333838,9.448,14.247008,20.5192782,14.753593,19.124701,9.624548,9.202589,28.700507
WDR48,45.02706204,37.043912,30.601993,41.31281,51.029228,46.286521,47.211675,47.093881,42.594924,64.745,31.81883,67.449997
GORASP1,48.251051,71.311103,46.540286,54.4368,52.336689,46.6886146,49.584752,44.57390121,41.051316,49.634915,50.311943,39.970914
TTC21A,3.871842,9.160384,23.812676,8.9491163,9.428403181,19.746143,17.522129,12.935598,8.155345113,7.860685,13.412592,24.522374
CSRNP1,50.66626,39.9181,51.0533,62.23926405,38.9412,89.1565,12.98644,12.10545759,9.99929,8.60397,100.2077243,90.00714656
CX3CR1,206.53043,267.15023,184.1794,147.44347,132.17062,104.94529,176.00731,103.097738,215.68016,194.124,131.805558,50.70288
SLC25A38,40.20466,28.141068,32.82582,42.08045,39.464391,38.3888,33.045779,44.12831,43.72298,45.11015,39.837,40.29817
RPSA,686.156068,288.75554,379.837911,327.58059,418.3843,652.857556,868.759309,1011.198451,924.252908,922.366978,865.388992,450.27275
EIF1B,132.11908,68.41655,70.23414,74.86195,64.21156,111.99998,70.30133,74.93341,62.55083,61.2823,102.70854,79.67648
RPL14,251.74556,110.61525,227.32979,148.48983,153.42603,203.7075,287.38815,266.64347,282.79482,202.0055772,218.40484,170.21933
ZNF619,3.89905,3.821702,2.237958,3.409357403,1.178080009,1.761959,5.315398183,2.425277,2.72265,4.08205,3.129878971,1.857505
ZNF620,6.158104,2.412164,5.024789,4.872874,3.09031,3.1154,5.047933,2.63653,4.386297,2.472909,1.889429,3.859035
ZNF621,11.165584,6.022191,4.591347,7.342047,5.771761,6.384385,9.791206,6.516128,7.300559,6.77854,6.482499,5.416657
CTNNB1,94.720158,127.603047,135.493833,119.511149,109.3168191,129.267431,49.914802,66.39019702,64.930285,72.15093,129.50677,87.643618
ULK4,2.904739,9.811639,9.5995013,15.3761402,10.58801,12.886365,10.88739367,3.8063691,6.900213,8.990499,7.172115,14.247581
TRAK1,10.212807,6.538679,14.52172066,9.379112047,15.236447,13.0141222,9.631126,8.076503279,9.7565097,8.343927358,9.530370043,11.337426
VIPR1,3.365123,2.728995,9.774273631,7.3944803,5.944268,5.894942,11.427503,19.598587,20.78258,15.666716,4.129867,23.514663
SEC22C,30.72042633,14.10184718,29.989133,36.836623,29.402967,27.411115,34.0717553,20.71431911,23.049744,36.096727,30.66934,26.307274
SS18L2,45.85489,33.4232,39.78231,29.30201,37.20672,39.64947,35.45852,36.176202,30.680434,23.61632,23.729728,38.53057
NKTR,103.5976702,94.46451254,129.574417,133.2807248,121.6937808,129.1834182,127.5600495,110.5190005,99.2521669,101.185784,102.145424,122.7624333
ZBTB47,0.0809376,0.273867,0.538275,1.09224,0.272344,0.646424,0.927059,0.8518156,1.45894,1.13562,0.856399,0.892514
CCDC13,1.972372,2.43082,2.85851,1.98833402,3.35402,6.77486,3.753988,2.207592,2.506197,1.863878,4.556497,5.038723
HIGD1A,112.559021,148.564112,107.473534,125.25974,139.137018,123.41537,87.615981,95.8186,78.70091,92.362203,105.593245,102.69975
POMGNT2,2.53048,2.1196156,4.32762,7.29743,2.47018,3.82962,2.442852958,3.07296069,3.36852031,3.65706,2.005921013,2.28541842
SNRK,49.672321,37.477181,46.50175,53.099496,48.5563659,62.5812612,51.221451,44.895192,44.58952,53.600078,48.47738,79.870378
ANO10,14.885022,22.39664,15.267632,20.76076212,9.204826,17.943215,16.73379003,11.817915,21.127357,20.20681922,21.46688761,16.119792
ABHD5,28.178182,17.95822,38.123459,40.202452,36.035216,31.502755,29.108898,31.435688,37.04142,35.374942,39.43658,40.933137
TCAIM,21.34150319,16.29649,22.44497919,12.663046,18.45434332,14.582267,16.596348,19.42690168,13.894879,24.303032,13.730889,25.8823578
ZNF445,5.080851,1.911928,2.79481,3.2495644,3.929872,2.539179,8.3488,6.14366,4.401874,6.680945,4.808696,3.530624
ZNF852,8.37342,4.489901,4.40641,8.04164,5.086762,4.431765,5.789193,4.542154,5.674671,5.7194003,3.734441,6.648164
ZKSCAN7,2.968921,2.270636,1.324088649,3.412916,2.6606298,3.13033432,4.451258,5.321894,2.535815,5.296664,2.702531,2.315181
ZNF197,3.511413,1.733319,3.209526,5.184821,5.01752,5.090711,5.91589,6.247841,3.971129,8.420414011,2.23574,4.91513
ZNF35,3.208423,2.31972,2.951970339,3.38485,1.371674,4.010606,2.784869,1.378500928,1.934689,2.795332,1.81957774,5.267633
ZNF502,4.197012,3.563548,2.751268,4.578136232,4.77905,4.97774,3.013544528,4.973249,1.702983,2.742745,1.153304,3.58931
ZNF501,1.148871,1.415969,0.0653215,0.6859,0.364161,1.64712,3.731071,1.841266,4.799321,2.421219,1.699821,1.496418
KIAA1143,12.74,14.32843,8.59098,12.8737,13.0053,15.1096,16.079264,7.81732,7.90483,12.1807,9.58532,8.39641
TMEM42,18.12003,9.202694,13.29575,19.075516,19.4559,14.77119,21.49302,21.1096,18.66555,17.47403,12.178518,15.205982
ZDHHC3,39.995959,29.734752,49.175939,65.809122,32.566661,32.883942,56.48849,58.0715568,46.67543,59.28985,46.206401,38.722803
EXOSC7,42.85056,31.625736,32.499433,52.400553,41.902187,26.726315,33.494849,38.605779,37.573544,43.00072,34.14039,39.150614
LARS2,4.602554,6.271954,4.930003,8.801653,7.37451307,5.642571,10.793153,7.749313178,4.629417,10.81579,9.859325,6.883688
LIMD1,9.784822,8.870571,7.295759,5.622309,7.74525,13.90551,14.94337,14.19636,14.98405,11.81004,8.7428,8.74626
SACM1L,51.111993,54.950949,57.588213,70.993322,61.757594,41.8914515,45.768977,61.449102,57.03548911,56.608004,38.160214,67.204432
LZTFL1,15.707204,5.607614,5.673282348,6.6928825,13.12824196,14.510672,10.3626922,9.315994701,10.969905,27.645353,5.87168,12.271726
CCR9,5.246964,6.7378076,0.565232802,4.477654,10.017482,3.191041096,2.619024,2.5338032,4.0978872,14.346879,0.399541,5.713411
FYCO1,5.87712,7.482452,7.692650011,8.088267,7.89559,7.67990305,12.63252181,14.64725,12.06014175,10.9479,7.47760002,8.033678
CXCR6,9.262364,14.874051,17.618631,12.507703,18.883101,15.44528,23.754081,21.515047,30.8505405,27.19773,2.39205,14.87289
CCR1,46.6471,99.8862,65.4751,58.9599,65.7949,70.8792,57.8722,63.3131,73.3784,45.0804,75.8672,31.3034
CCR2,70.85755,118.7618,104.078939,77.1014,140.70358,50.76275,184.2912,95.11832,147.141654,131.033643,43.296626,49.017377
CCR5,10.2444,8.49844,7.39259,8.25436,9.68305,5.43756,12.1559,16.6801,9.03083,16.8913,4.6888,4.97033
CCRL2,40.940385,13.59355,10.47332536,12.59279,11.756512,17.08108,6.234452,6.374156001,8.628597,11.52023342,20.931011,15.107715
ALS2CL,6.294352,5.272904718,5.030221852,9.220148,12.457347,2.602297,3.857171114,6.210841145,7.155981,6.20850686,4.4358163,6.054636
TMIE,0.565034,0.491427,0.214639,1.08907,0.923592,0.379691,0.112535,0.941336,0.50905,0.206988,0.935585,1.02695
CCDC12,61.55189,55.067833,57.1579111,53.107621,55.475627,60.475788,54.20706,58.584241,61.823058,51.317995,53.175611,56.668275
NBEAL2,14.646894,11.7628231,12.040723,20.507863,7.924911,9.626044769,11.329089,20.750821,23.847792,19.582797,19.7554618,6.8928946
SETD2,12.092208,17.840546,17.38427,21.292695,17.515513,23.007165,16.3721122,17.607774,16.413673,16.023947,18.969522,23.625264
KIF9,1.701101,0.809249,2.218044743,6.075416,2.3943211,4.037545,0.4426116,1.533534,1.7320456,1.789111505,6.916032002,0.342669
KLHL18,20.940787,19.865488,17.479316,25.48711,16.9672201,31.588818,15.573243,21.279072,23.783991,21.663615,28.22470778,18.1389222
PTPN23,1.93708,0.793545,2.376529,1.58167,3.37824,2.610842,3.099482003,6.022480969,3.819257038,1.886722,1.592422,1.553872
SCAP,36.170387,35.520522,49.84299519,53.84042673,44.052926,48.654064,72.64719061,62.999316,51.258363,67.44775807,41.913613,69.653815
ELP6,35.39732,37.9610735,34.281158,33.142095,36.137389,28.2849565,28.712932,40.019512,31.809814,34.997141,28.297733,30.32702
SMARCC1,12.743831,11.922031,15.674084,25.53513,21.656341,13.025264,18.997537,14.072362,15.752601,15.05709,21.289193,24.905019
DHX30,50.421195,45.24257827,44.00384,64.81617703,64.34833,35.16291902,55.550406,49.72212446,46.320957,57.289925,40.558863,54.48390839
MAP4,33.37168212,19.929103,25.23079,48.8528469,21.1389818,41.9722623,53.3981813,49.897488,42.315258,52.178065,33.95376079,43.442186
CAMP,5.93402,9.08215,29.248,8.06261,3.02373,1.74841,15.6238,2.44391,1.56778,3.00153,18.276,0.683164
ZNF589,10.03039,18.39976699,15.49386,12.457175,24.14623,8.6632085,19.34461,21.150856,15.34939561,14.963928,13.92601575,23.850612
NME6,43.734719,36.886763,42.362277,43.087436,42.962941,51.451477,45.939999,44.510466,48.832983,38.499959,36.749679,45.846065
CCDC51,9.73674,8.8781,7.91608,10.0372,12.207875,3.926931,7.06299,14.965375,13.13718501,11.56114,5.690533,11.2637
TMA7,75.79162,66.83078,151.24201,86.83153,71.9306,68.15097,64.329813,92.718609,78.35776,63.623072,65.86546,64.24214
SHISA5,305.204803,371.670738,286.649587,324.045851,344.449785,296.6915551,218.435877,287.6754054,258.558861,267.0787105,244.613335,288.9576667
PFKFB4,12.409279,18.046173,21.419969,16.028143,18.938307,12.513997,13.996694,20.515054,16.41524617,22.000676,16.102644,16.16621629
UQCRC1,299.042566,429.66967,345.42057,415.63887,440.184392,317.95991,330.900578,321.0567,332.229635,388.41209,361.87226,356.1743
SLC26A6,24.782417,24.781897,18.26356977,26.746721,28.0432229,25.364632,25.870231,25.747494,25.30142598,30.50496,21.021693,19.58310101
CELSR3,0.741334,0.0371812,0.38001,1.0610141,0.775686082,0.935575,1.09209,1.0955739,0.4227048,1.1724438,0.1705544,1.1704408
NCKIPSD,9.2512,11.01176,9.412496,11.010892,10.812687,7.980551,15.182577,15.097181,9.69011,15.10153,9.950593,11.324875
IP6K2,92.754621,110.762348,126.57767,113.929254,145.0766986,107.086997,103.642855,104.1912932,100.208308,128.0973435,92.17997101,104.0892808
PRKAR2A,12.6667,9.931818,8.630977,12.12725047,14.04636,11.727058,13.72351,10.491391,11.5574,13.282727,16.275934,14.41185
SLC25A20,75.6851,39.08811,71.58514,73.40654,48.60325,27.013757,22.81451005,44.886585,46.80878,45.93479,28.02075,20.62471
ARIH2OS,4.80164,4.14924,2.81586,2.73295,3.55657,2.69897,5.46922,2.80537,4.51085,2.95455,5.72329,3.67155
ARIH2,160.712165,152.7653739,163.037359,192.743848,176.43179,210.732967,99.374071,115.376859,115.102487,118.550518,163.060233,155.512925
P4HTM,17.18607654,17.999017,22.782729,26.804894,13.29491,16.63874,26.81136603,21.523888,29.637073,27.58242,14.433364,23.509507
WDR6,86.593285,67.779605,94.04844,89.03562,103.34158,57.74887926,112.112994,118.6965355,74.27862508,93.4641472,66.046734,86.312299
DALRD3,49.620679,45.611499,46.06808317,61.46422801,35.729074,43.58637717,43.41964731,41.679118,56.02667329,61.357488,39.1427541,41.878607
NDUFAF3,48.01781,49.366632,40.09324,44.66996,39.8485,41.27983,49.87498,67.91261,64.45011,48.38618,31.92417,52.6389
IMPDH2,82.798175,99.71369,88.8015,93.84476,117.215984,87.474279,107.98212,112.59189,99.54905001,125.7114118,95.95202,104.409199
QRICH1,67.16242,105.519545,119.053605,138.73161,123.64417,54.75555,79.24981,89.267731,95.574409,104.7771407,60.06702,150.502905
USP19,9.57281401,16.47316168,22.230896,17.527518,21.8845749,17.48283,23.80768193,27.12375351,28.27274805,25.98307524,7.673114,24.64309298
CCDC71,4.87778,8.02424,9.59509,5.70805,9.26858,6.48669,9.07855,6.31352,9.25946,12.4098,1.92297,4.74964
KLHDC8B,7.56947,7.391446,9.289536,20.170958,9.542152,8.86808,6.32618862,21.22737,8.21401,9.534406,10.92865,11.45296
C3orf62,6.06765,7.97523,5.62944,7.36783,6.53563,2.435865,3.378355,2.897629,4.73835,3.85585,4.97441,5.88493
USP4,98.395015,109.90366,92.763113,123.981948,108.960437,97.366708,94.500282,85.368145,86.649817,96.807431,113.412867,122.621134
GPX1,189.4664,207.77507,162.2702,142.0109,109.29292,188.84523,292.2081,263.11409,281.82415,155.08679,278.3374,188.1935
RHOA,769.42552,827.828349,779.37487,784.32645,646.33451,765.84369,675.1528,656.24358,763.185952,754.702178,865.826337,535.75036
TCTA,39.718711,43.61233,40.4935,55.831978,50.22613,40.31452616,32.555556,30.748855,45.457572,41.93243267,37.434487,37.63996
AMT,5.362362808,7.998952077,14.44922797,9.220938445,13.19676605,7.875582544,12.59195424,14.09744181,10.93522471,9.892043991,5.353214667,8.106424246
NICN1,12.180049,13.458004,7.239071425,12.32712051,12.30113,15.541475,30.33445,12.716885,16.01378203,35.8170966,11.902686,21.881591
DAG1,6.534592,6.523396177,5.333237,5.230141,9.99542157,7.99630642,8.57609023,6.294867,5.489337895,6.252102039,4.820306116,10.30138143
APEH,130.7697308,131.89573,120.929282,123.17391,135.3854651,116.370847,136.233007,143.7003535,134.296115,149.211104,114.516356,115.880833
MST1,11.824957,1.959143,5.711364,8.6761018,5.671102091,6.990236,14.404851,11.425886,7.333932,7.203045,4.1904165,8.8225133
RNF123,26.694479,18.88365286,17.2935048,23.573416,19.86969941,18.387274,21.55026,15.228636,16.9973659,20.58806646,17.304548,22.47487204
GMPPB,15.717549,22.377192,28.575595,22.727203,25.54774,6.240002,15.515337,30.35738,29.72437,35.411626,17.57868,30.169324
IP6K1,20.689049,14.266321,26.40396,26.55883,26.323993,13.016294,36.75573441,32.495147,27.10497,41.459982,19.103697,28.89806313
UBA7,195.31568,212.72231,220.21544,228.411019,237.51698,164.501264,272.61657,274.224613,216.08629,300.32345,190.416566,266.617
TRAIP,6.63288,2.879928,3.492846,2.475508,3.371829,2.729841,4.47316,4.101516,1.387215,2.650205,3.476036,1.022058
MON1A,11.3469097,9.983585,12.37922867,11.908299,11.673489,9.507141,5.154521,12.851377,13.102775,10.714764,5.623754,9.672155
RBM6,183.4357175,193.104976,177.469351,186.526192,310.232873,129.761486,241.237034,176.570487,167.501256,171.177682,104.419374,144.96199
RBM5,188.793504,168.865885,146.563141,223.029723,198.120975,148.486056,195.907917,190.5509481,194.869764,218.856035,162.64058,207.445061
GNAI2,84.263224,62.99451732,112.093256,102.521314,75.969247,94.285199,106.086918,133.62714,150.137929,140.080281,171.408706,69.04631502
IFRD2,48.421748,71.937801,82.509579,84.620792,77.383331,72.730108,47.591768,60.396953,71.573556,44.030249,57.339339,55.36945
HYAL3,4.211919,3.830118,11.199953,4.536565,7.66545,3.937482,4.11244815,3.865985,5.917826,3.15583057,7.43012,2.974791
HYAL2,5.778991,5.264681,6.387721,4.78636,3.718051,2.626905,3.81079,5.140335,7.542527,6.370515,6.32122,7.091314
TUSC2,41.408667,30.390504,44.277652,45.100583,33.97039,33.29450024,27.99813,27.442104,26.594943,27.46335,21.306619,23.89159
RASSF1,176.3086685,95.64224,150.387022,201.397518,117.0738,106.1413351,95.32277,134.477752,122.82259,93.56141002,147.959821,112.2013586
ZMYND10,2.617622,1.2424037,2.647176,2.51413708,0.5659356,0.757441,2.2513692,3.479022,1.99483084,3.217567,2.093348,1.25097
NPRL2,95.17899402,53.8363701,85.64062,85.43535006,54.481254,50.07219687,77.97925,76.68434004,63.16638,85.98531566,43.19733744,48.290975
TMEM115,27.4718,21.2726,30.0419,26.6185,25.8006,27.2988,27.9009,29.1117,30.1914,31.2415,28.1881,18.7608
CACNA2D2,2.255069342,1.738784618,4.327223,3.455628,1.889677327,1.437265218,1.469362999,0.842476963,1.523325323,1.636047495,0.55815068,1.32966396
C3orf18,9.130376,5.562428,8.021788385,5.980458,7.721652,5.2615141,6.626425,9.142549,5.661255,4.09208962,5.855724,4.558618
HEMK1,15.74108,15.829631,18.240657,32.185621,25.806668,19.309668,22.18576,28.131957,22.560106,22.694594,24.87250123,32.33933
CISH,24.250202,11.42092,28.733748,17.424834,26.188749,17.086697,76.43595,108.20694,69.53425,99.46502,17.988926,11.831738
MAPKAPK3,110.555093,164.988365,122.985157,183.18684,125.848129,86.57065,152.98836,132.00787,134.168706,176.730903,158.914707,144.05152
MANF,12.366303,15.394362,11.31918,15.445402,22.02971,10.62581,14.8162,17.09116,29.46022,19.60799,11.315667,12.348881
RBM15B,2.02035,4.35526,6.76152,8.08199,3.90242,4.21474,6.82456,7.68413,7.56062,5.98774,3.57262,5.98786
RAD54L2,24.240983,30.06417,20.719231,28.549053,33.053918,18.8129756,19.024344,19.498399,13.30611,18.045598,13.574343,21.6539424
TEX264,71.1932748,95.8445689,66.56169647,87.03366447,81.87397745,64.76606935,73.4675296,74.967585,70.802811,82.392758,74.51624265,62.5811337
RRP9,20.3092,17.0393,20.2334,19.1837,20.6856,14.6941,15.5656,17.4538,19.4356,14.5286,15.8532,21.6921
PARP3,11.314087,9.014386,11.47992368,6.554014208,10.215447,7.951668,10.19735371,11.17280509,12.76368,12.67679,15.78737352,8.1893152
PCBP4,13.408248,12.18571,15.722508,18.465264,9.071832,6.114908,9.52715,5.43918,9.5290112,8.348706,6.249146,6.64679556
ABHD14B,72.12285,44.58777,67.443999,65.13574355,47.147606,70.789615,67.965507,71.54516,78.300602,69.077488,69.872431,41.997744
ABHD14A,31.7529,27.669802,34.210465,26.848235,36.134136,27.226012,30.294702,32.047382,32.465829,24.349277,18.68541,28.496141
ACY1,14.25345,23.251791,18.73593123,12.143716,18.1048163,29.6869,12.27309773,25.23878988,13.30151077,17.738165,15.773369,12.98560131
RPL29,260.6738468,155.149978,289.078522,167.1980851,174.5835,233.01486,314.0604996,389.3230001,371.8243146,273.32341,289.801903,219.51538
DUSP7,10.4001,8.96489,15.4177,9.10468,9.49637,8.48083,12.345523,14.5607,17.5062696,14.9774,9.38384,7.81335
POC1A,2.461919,1.114942,2.88584,0.260205,0.509409,1.17944,1.853248,1.564148,0.145953,2.29357825,0.920515,1.026873
ALAS1,37.6114887,42.45731,38.60364,28.36346,35.26248277,33.8392,32.1025,29.708874,41.66983,42.82896,19.99765383,23.83072
TWF2,84.283,117.14134,99.210837,111.622787,134.73925,110.73653,126.2136,115.57839,115.52,151.8147,117.963248,82.41583
PPM1M,35.6965,71.4431,71.20684,85.097003,61.791486,28.7211881,94.12179668,101.819038,127.693694,112.71222,67.872338,51.12721
WDR82,30.51409,17.732632,29.12853,35.617137,28.407305,34.617774,37.090878,40.386437,36.56186,39.281258,26.91728,28.99598
GLYCTK,19.37636,8.932607,18.69138748,16.688579,25.571662,18.764816,16.867656,21.111185,24.92544469,20.75823,20.502039,25.45653
DNAH1,4.269988007,3.189361,10.5056176,8.430451536,11.661055,7.345623,6.758405,11.3322399,9.757737,6.099611,6.506271153,7.44749
BAP1,40.432452,62.562083,64.787118,87.820531,51.66505,55.131174,32.447459,48.786229,33.771877,40.310014,49.355157,73.67024
PHF7,6.574,6.927295,18.302416,15.423595,12.739059,6.045574409,11.194972,7.85316,10.46377583,10.238796,7.1328166,9.4482423
NISCH,27.803605,34.043093,44.10055,36.222265,30.828037,32.176851,35.368962,40.59476,26.80728351,33.895787,28.24712601,28.446679
STAB1,16.955134,28.183365,33.606513,35.693484,27.483312,19.266844,19.893175,23.863305,29.464795,17.528692,33.498075,28.5424909
NT5DC2,1.50212,1.239508,5.4812931,2.153213,3.139098,1.32386189,3.393391,2.2282491,1.854215,6.385139,3.05289,1.781479
SMIM4,1.259773,3.099969,4.268717,2.40093,4.78459,1.648118,2.125271,4.575623,6.562295,6.286235,4.334517,2.081264
PBRM1,15.731523,14.35783121,21.5277557,27.59982383,14.540781,16.669047,29.581474,28.934632,21.127167,20.109613,19.83083659,26.53062
GNL3,73.79445,84.805754,119.139839,102.709378,127.805872,108.952505,56.621765,62.42467001,74.06549,82.81821,76.675655,76.85313
GLT8D1,45.297266,55.160954,65.754995,65.561704,48.082931,41.446468,42.79655014,66.152325,55.200805,53.88537106,23.904962,46.75488102
SPCS1,122.12123,98.912479,93.02551,94.54667,124.66518,117.3949,114.53388,116.60938,133.76524,105.78179,97.94041,122.83302
NEK4,17.25290001,12.671141,23.70603,14.17457,15.872799,14.205385,18.55066,19.946331,19.39314,16.825,8.199207762,9.673576
ITIH4,10.365756,8.13265825,7.835675,24.089025,12.6357997,9.990539,11.40834784,11.893572,15.518612,9.359499,12.983957,10.31346
SFMBT1,3.126041,7.83729,16.428809,12.4938881,6.082121,12.69642618,11.697387,6.841987,10.10046,12.59480596,8.710649,8.7338
RFT1,22.08707,31.31721,23.1394,38.30146,27.96291,23.09651,20.14962,22.1422,26.23482,28.099819,20.66615,19.280753
PRKCD,34.308616,85.02819,95.40424,88.291748,60.47209,49.725894,65.880185,90.52818,91.32342,66.02053,59.7253,64.32902
TKT,297.279711,327.4110403,298.813526,343.32436,265.615019,417.0784868,406.332905,418.2740034,517.798265,549.9019181,591.9606996,278.71655
DCP1A,92.16283,90.04458,102.1755,110.679034,111.7869,79.56133,57.67096,47.68767001,64.296312,48.97068,54.26780018,85.49484
ACTR8,25.57556,36.193335,26.118738,20.982447,27.877389,22.08875,25.01288,22.864867,22.9367,21.613638,16.02138,19.099443
CACNA2D3,4.346231,6.37952,9.73737,7.058912,13.52934,13.41229,7.73309,9.87269,15.7641,11.36412,13.11017,9.32161
CCDC66,37.531056,24.456032,41.595743,39.05665,40.000831,33.86303221,46.71809269,45.4556898,29.2788741,47.898708,20.59816236,37.974974
ARHGEF3,130.6823303,86.951442,94.357948,105.504485,84.24005,101.756146,102.686328,101.066265,84.367328,86.78376583,55.981916,79.82604574
APPL1,16.948041,12.927742,16.6221,17.735455,12.838675,14.845293,19.284821,12.798054,13.812325,18.567252,16.849355,20.24225
PDE12,16.26303,16.32651,13.29932,14.86415,13.33347,13.85323,15.61579,13.08463,16.52003,16.0101,11.35764,14.4171
ARF4,126.814241,154.203618,142.48659,165.122466,133.054643,167.823374,109.372059,108.826968,114.226084,111.31478,173.037131,141.54952
DENND6A,18.57356,16.00171,19.129745,18.52377,16.4625,13.83207,16.249252,17.91086,13.312111,14.78586,13.369232,31.71606
SLMAP,35.766161,28.296111,35.244372,40.06262214,41.1456392,36.318534,27.35313,22.2596072,18.895044,23.998274,19.500967,39.612434
FLNB,9.338256068,8.020519134,12.284624,13.86276531,16.15652501,9.472586154,8.823471601,12.24921665,13.90155741,11.62232256,6.925012109,11.612405
DNASE1L3,2.801033,1.27228,0.918955,4.9778844,2.877108,3.112869,2.917607,6.544608,2.619439,1.892067,1.04118,3.671688
ABHD6,6.769967,10.277723,17.99618,9.774722,8.627917,6.628301,7.126589,4.82701714,10.432681,6.123296,7.8335184,11.03545
RPP14,10.605481,11.12863,13.789395,13.856292,8.70223,11.752634,13.619941,5.476702,8.342879,8.957874,12.409333,13.872697
PXK,35.360582,40.647926,53.498654,51.656698,45.017098,43.59125517,50.19568632,49.656189,47.182276,34.2342054,29.153671,35.839712
PDHB,114.801468,120.124887,128.7517044,130.94937,154.54037,126.169486,106.3274786,97.563236,114.7187792,139.050724,102.28025,109.201706
KCTD6,13.47074,10.79266,6.92265,8.94934,20.421911,10.908859,18.64499,19.78506,21.409424,26.017813,12.009138,13.21746
ACOX2,0.435605,1.23809,0.20278,0.562081,0.6292274,1.088925,0.531982,0.3810069,0.586326,1.424142,1.57238,1.80814
FHIT,21.15138,17.63108,9.49617,45.789406,11.228811,7.231247,11.628728,15.341645,15.983926,20.22584,28.324942,15.033369
C3orf14,7.4081916,8.2623607,2.250277,1.60848,5.286355,7.121773,3.575165,4.7690462,3.940428282,5.853049,5.526291,5.284177
THOC7,34.40387717,27.65068,30.06537047,27.79775,29.05573,47.631836,49.99649,49.95703,45.808656,28.46935135,30.496162,41.7997
ATXN7,35.116659,30.404449,38.7431215,43.090695,33.51294,50.781558,34.735691,51.76068,30.046412,27.87078,44.791841,72.345373
PSMD6,140.877614,139.24779,141.989804,161.155653,159.885024,149.318922,111.77944,119.96527,108.96556,134.391852,110.746427,132.111362
SLC25A26,23.177051,13.174469,22.33447,17.80374,13.640183,27.30494,14.720491,23.96033,18.46861,21.437932,29.28209,21.770152
LRIG1,27.21469,34.497324,17.389522,30.985745,14.00823,22.9792419,22.930284,16.3953,11.767297,13.865502,16.4794904,24.631094
KBTBD8,5.475707,3.800241,4.979481,7.89536,4.615132,15.82489,7.58788,5.35742,2.362141,7.158726,9.919766188,15.47984
SUCLG2,31.468055,57.24089,51.921906,50.76866,56.725408,51.570101,37.806157,43.918157,41.491,56.499207,40.96907,44.99997
EOGT,12.685418,9.695986,7.877432882,17.62456,5.16508,9.467988003,7.290622,5.644645,4.740132,9.313233324,8.25281,5.5445267
TMF1,27.77344,29.29052,20.09584,38.34083,38.70089,44.20303,30.21532,23.65956,27.39479,32.9736,31.70524,41.4741
UBA3,113.90415,150.04665,142.1251016,156.940273,142.784928,104.57492,106.6989386,95.741323,117.2163051,130.3126245,76.905227,118.679848
ARL6IP5,315.16613,396.42891,392.88514,344.67555,329.266435,266.21547,258.88947,265.480648,272.799856,262.91362,231.689463,228.325476
LMOD3,1.52404,1.6595,1.15666,0.877067,0.738249,0.333948,0.532641,0.98114,1.92825,1.07137,0.864025,1.18155
FRMD4B,17.480445,17.522339,21.422021,16.823981,17.446718,15.288062,32.84127,24.372828,20.148199,20.0915202,20.5792328,20.852441
MITF,5.8878354,8.3817286,12.2904049,10.994689,11.481593,11.93497425,10.956618,5.73704415,6.821830816,6.190983,5.72143,7.868981033
FOXP1,173.553492,157.829018,221.137321,202.447588,209.92099,223.3144954,183.661993,142.375104,132.747281,145.555437,122.5225562,235.34717
EIF4E3,14.963116,12.347531,21.419061,18.1253,7.488094,9.059782,14.09914,13.70447201,12.966717,15.193379,8.014688,15.11818974
PROK2,11.52226,11.59007,9.69255,30.37226,8.07283,23.93382,17.46794,12.16187,5.327399,21.7009,19.60578,28.30467
LINC00877,77.91582,54.688218,48.330452,86.3806,94.29229,58.28534,26.53178,16.653436,20.530967,15.66799,82.697247,46.7203172
RYBP,3.80578,3.88161,6.09602,4.85149,5.19562,4.8771,3.16191,5.04822,5.77105,4.71527,3.84726,3.51049
SHQ1,34.0117355,28.74753002,55.625141,48.550814,73.4631272,15.076099,56.56109,54.705676,22.2893248,25.99812401,26.87610358,29.728251
PPP4R2,8.19433,12.750905,13.762954,11.385104,11.04768,13.79497,20.33809,23.70556,17.328116,15.53265,9.21474,14.90123
EBLN2,7.88833,2.82255,2.24264,2.51557,4.60185,5.21912,4.33229,5.55837,4.31104,3.64405,3.2587,7.02163
ZNF717,4.132839,5.6924622,3.6627563,7.426655,5.472192,9.235394,3.092559,6.794303,7.322138,6.143407,5.630795,1.953632
GBE1,15.51914,17.70468,20.057321,19.71208,24.3305,19.92573,15.91397,14.197371,12.792502,21.199948,18.340128,17.40165
CHMP2B,45.55037,46.082503,48.74243,44.376895,47.09059,60.47624,28.017318,27.905726,37.920745,37.41424,52.704221,41.63192
CGGBP1,57.88574,63.44674,61.80119,57.645252,66.8139,47.174795,67.843684,58.33761,51.10242032,59.45554,40.2784269,61.808009
ZNF654,13.018881,15.361759,16.632473,11.69915,19.349827,12.49961,18.03094,13.243044,19.00554,16.94528,7.182073,15.07843
